product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,season_name_raw,season_spring,season_summer,season_fall,season_winter,season_all,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail,lf_category_l1,lf_category_l2,lf_category_l3
DMTS5BC13WT,코튼 혼방 화이트 솔리드 반팔 카라 티셔츠,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,240000,151200,37,0,0,7,4.9,250,0,0,58,"95:8, 100:21, 105:11, 110:10, 115:8",143,"진한 네이비:85, 흰색:58",남성의류,티셔츠,반팔티셔츠
DMTS5BC11R2,[COOL TOUCH] 레드 반팔 카라 티셔츠,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,180000,113400,37,0,0,71,4.9,3,0,7,100,"95:13, 100:24, 105:42, 110:9, 115:12",392,"밝은 블루:97, 진한 블루:195, 레드:100",남성의류,티셔츠,반팔티셔츠
0OST5A030BK,[스테디셀러] 블랙 단색 울혼방 수트,닥스 남성 세트,0O,1001,2,[25SS],봄,1,0,0,0,0,990000,579150,41,0,0,1,5.0,42,0,4,0,,45,블랙:45,남성의류,정장,
DMJU5AT75G1,라이트그레이 트위드 스타일 블루종 점퍼,닥스 남성,DM,1001,2,[25SS],봄,1,0,0,0,0,890000,469920,47,0,0,2,5.0,48,0,10,7,"95:1, 100:3, 105:0, 110:1, 115:2",7,밝은 그레이:7,남성의류,점퍼,캐쥬얼점퍼
DMTS6B011N3,다크네이비 멜란지 투톤 티셔츠,닥스 남성,DM,1001,1,[26SS],여름,0,1,0,0,0,190000,171000,10,0,0,0,0.0,275,0,8,181,"95:25, 100:74, 105:64, 110:14, 115:4",464,"밝은 블루:155, 밝은 그레이:128, 진한 네이비:181",남성의류,티셔츠,반팔티셔츠
DMPA6B052S2,세피아 기능성 레귤러핏 팬츠,닥스 남성,DM,1001,1,[26SS],여름,0,1,0,0,0,250000,225000,10,0,0,0,0.0,132,0,5,12,"79 (31):1, 82 (32):2, 85 (33):4, 88 (34):0, 91 (36):1, 94 (37):2, 97 (39):1, 100 (40):1",30,"진한 그레이:18, 세피아:12",남성의류,팬츠,롱팬츠
DMTS5D502T1,[닥스훈트] 라이트터키쉬블루 마이크로 패턴 카라 티셔츠,닥스 남성,DM,1001,2,[25FW],겨울,0,0,0,1,0,189000,119070,37,0,0,278,4.9,732,10,78,66,"95:11, 100:28, 105:8, 110:7, 115:8, 120:4",416,"차콜 그레이:159, 밝은 청록:66, 브라운:191",남성의류,티셔츠,긴팔티셔츠
DMSW4BC01T3,[반값세일][WEAVE] 강연코튼 카라넥 반팔 스웨터,닥스 남성,DM,1001,2,[24SS],여름,0,1,0,0,0,250000,123750,50,0,0,81,4.7,1,10,3,4,"95:3, 100:0, 105:0, 110:1, 115:0",126,"블랙:2, 미색:28, 밝은 핑크:33, 핑크:31, 밝은 청록:28, 진한 청록:4",남성의류,니트/스웨터,
DMTS6B304G2,[EXCLUSIVE] 그레이 링클프리 마이크로 반팔 티셔츠,닥스 남성,DM,1001,1,[26SS],여름,0,1,0,0,0,199000,179100,10,0,0,178,4.8,24,0,3,429,"95:74, 100:158, 105:113, 110:45, 115:26, 120:13",856,"블루:427, 그레이:429",남성의류,티셔츠,반팔티셔츠
DMTS6B006G2,그레이 마이크로 메쉬 티셔츠,닥스 남성,DM,1001,1,[26SS],여름,0,1,0,0,0,190000,171000,10,0,0,1,5.0,126,13,1,130,"95:10, 100:69, 105:46, 110:4, 115:1",214,"그레이:130, 네이비:84",남성의류,티셔츠,반팔티셔츠
DMSH6A001I2,베이지 하우스체크 코튼 셔츠,닥스 남성,DM,1001,1,[26SS],봄,1,0,0,0,0,290000,261000,10,0,0,5,5.0,274,0,9,7,"95:2, 100:3, 105:1, 110:1, 115:0",14,"베이지:7, 네이비:7",남성의류,셔츠,긴팔캐쥬얼셔츠
DMJA6A001N2,[CANONICO] 네이비 울실크린넨 글렌체크 자켓,닥스 남성,DM,1001,1,[26SS],봄,1,0,0,0,0,1090000,981000,10,0,0,2,5.0,150,0,4,11,"46S (95S):1, 48R (100R):0, 48S (100S):2, 50R (105R):0, 50S (105S):1, 52L (110L):2, 52R (110R):2, 54L (115L):1, 54R (115R):1, 56L (120L):1",11,네이비:11,남성의류,자켓,숏/하프자켓
DMSW6A004P1,라이트핑크 울 100% 솔리드 라운드넥 스웨터,닥스 남성,DM,1001,1,[26SS],봄,1,0,0,0,0,320000,288000,10,0,0,0,0.0,48,0,7,4,"95:1, 100:2, 105:0, 110:0, 115:1",15,"밝은 초록:11, 밝은 핑크:4",남성의류,니트/스웨터,
WMTS4B003D2,[반값세일][스테디셀러]와인 체크배색 면혼방 반팔카라티셔츠,닥스 남성,WM,1001,2,[24SS],여름,0,1,0,0,0,200000,99000,50,0,0,75,4.8,1,0,2,8,"095:0, 100:0, 105:3, 110:5, 115:0",45,"블랙:13, 와인:8, 그레이:10, 베이지:7, 네이비:7",남성의류,티셔츠,반팔티셔츠
WMPA4BC41N2,[반값세일][스테디셀러]네이비 워싱 면혼방 스트레이트핏 데님팬츠,닥스 남성,WM,1001,2,[24SS],여름,0,1,0,0,0,340000,168300,50,0,0,25,4.8,369,0,6,22,"31(79cm):0, 32(82cm):0, 33(85cm):0, 34(88cm):3, 36(91cm):13, 37(94cm):3, 39(97cm):3, 40(100cm):0",22,네이비:22,남성의류,데님팬츠,롱
DMTS5BN04BK,[COOL TOUCH] 블랙 조직감 솔리드 반팔 카라 티셔츠,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,250000,153000,38,0,0,27,4.9,1,0,4,108,"95:25, 100:53, 105:23, 110:4, 115:3",204,"블랙:108, 진한 초록:47, 그레이:49",남성의류,티셔츠,반팔티셔츠
DMTS5B303I2,[워셔블] 베이지 기능성 체크 반팔 카라티,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,189000,119070,37,0,0,49,4.9,823,12,3,9,"95:0, 100:3, 105:1, 110:0, 115:2, 120:3",56,"그레이:44, 베이지:9, 네이비:3",남성의류,티셔츠,반팔티셔츠
DMPA5BC44G1,[ROYO] 5포켓 라이트그레이 스트레치 데님 팬츠,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,320000,201600,37,0,0,4,5.0,434,0,7,17,"79 (31):0, 82 (32):0, 85 (33):0, 88 (34):5, 91 (36):5, 94 (37):1, 97 (39):4, 100 (40):2",64,"블루:47, 밝은 그레이:17",남성의류,팬츠,롱팬츠
DMTS5B306N2,네이비 스트라이프 라운드넥 반팔 티셔츠,닥스 남성,DM,1001,2,[25SS],여름,0,1,0,0,0,189000,119070,37,0,0,18,4.7,147,0,9,16,"95:3, 100:8, 105:0, 110:2, 115:0, 120:3",69,"밝은 카키:53, 네이비:16",남성의류,티셔츠,반팔티셔츠
WMPA4AC51I1,[반값세일][스테디셀러]베이지 나일론혼방 스트레이트핏 밴딩팬츠,닥스 남성,WM,1001,2,[24SS],봄,1,0,0,0,0,270000,133650,50,0,0,50,4.7,762,0,1,14,"31(79cm):0, 32(82cm):1, 33(85cm):0, 34(88cm):4, 36(91cm):0, 37(94cm):4, 39(97cm):1, 40(100cm):4",53,"블랙:4, 밝은 베이지:14, 카키:31, 네이비:4",남성의류,팬츠,롱팬츠
DMTS5C012OW,오프화이트 솔리드 카라 티셔츠,닥스 남성,DM,1001,2,[25FW],가을,0,0,1,0,0,260000,163800,37,0,0,6,4.5,336,0,6,25,"95:9, 100:12, 105:4, 110:0, 115:0",66,"블랙:15, 그레이:26, 미색:25",남성의류,티셔츠,긴팔티셔츠
WMTR4AC02G2,[반값세일][스테디셀러] 폴리 탈착내피 하프코트 그레이,닥스 남성,WM,1001,2,[24SS],봄,1,0,0,0,0,850000,420750,50,0,0,48,4.9,809,0,22,29,"095:13, 100:8, 105:7, 110:1",31,"그레이:29, 베이지:1, 네이비:1",남성의류,코트,하프코트
WMNE4E021N2,[반값세일][스테디셀러]네이비 패턴 실크 넥타이,닥스 남성,WM,1001,2,[24SS],"봄, 여름",1,1,0,0,0,120000,59400,50,0,0,11,4.5,462,0,15,20,XXX:20,61,"네이비:20, 레드:41",패션소품,넥타이,
DMJU4DC43T2,[클리어런스][IMPORTED FABRIC] 초경량 구스 다운 점퍼,닥스 남성,DM,1001,2,[24FW],겨울,0,0,0,1,0,690000,279450,59,0,0,33,4.7,561,0,83,71,"95:35, 100:26, 105:10, 110:0, 115:0",75,"네이비:0, 청록:71, 브라운:4",남성의류,점퍼,다운점퍼
WMTS5BC11B1,[스테디셀러] 라이트블루 로고자수 면혼방 반팔카라티셔츠,닥스 남성,WM,1001,2,[25SS],여름,0,1,0,0,0,190000,119700,37,0,0,2,3.5,182,0,6,114,"095:19, 100:52, 105:30, 110:9, 115:4",358,"밝은 블루:114, 진한 블루:170, 레드:74",남성의류,티셔츠,반팔티셔츠
DMJU6B003N2,네이비 나일론 스트레치 블루종,닥스 남성,DM,1001,1,[26SS],여름,0,1,0,0,0,550000,495000,10,0,0,0,0.0,158,0,4,112,"95:6, 100:65, 105:23, 110:14, 115:4",490,"밝은 블루:378, 네이비:112",남성의류,점퍼,캐쥬얼점퍼
DMSW6A002G2,그레이 헤링본 카라넥 스웨터,닥스 남성,DM,1001,1,[26SS],봄,1,0,0,0,0,350000,315000,10,0,0,1,5.0,124,0,6,11,"95:2, 100:3, 105:4, 110:1, 115:1",11,그레이:11,남성의류,니트/스웨터,
DMJU5AC01N3,[하이랜더] 다크네이비 라이너 탈착 사파리 점퍼,닥스 남성,DM,1001,2,[25SS],봄,1,0,0,0,0,690000,403650,41,0,0,18,4.9,707,10,44,1,"95:1, 100:0, 105:0, 110:0, 115:0",2,"진한 네이비:1, 진한 세피아:1",남성의류,점퍼,캐쥬얼점퍼
