product_code,product_name,brand_name,brand_id,brand_group_id,product_sale_type,season,original_price,sale_price,discount_rate,sale_count,cart_count,review_count,review_score,purchase_count,viewing_count,wish_count,size_total_stock,size_stock_detail,color_total_stock,color_stock_detail
ARTS5C701G3,다크그레이《Velvet Touch》집업 점퍼,알레그리,A001,1897,2,[25FW],690000,434700,37,0,0,0,0.0,43,0,10,13,"95:2, 100:5, 105:4, 110:2",13,진한 그레이:13
ARSW4D311BK,[클리어런스]블랙《Brushed Wool》가디건,알레그리,A001,1897,2,[24FW],380000,148770,60,0,0,13,4.8,212,0,76,1,"S (95):0, M (100):0, L (105):0, XL (110):0, XXL:1",2,"블랙:1, 청록:1"
ARSW5B307G1,라이트 그레이《Cotton Weave》카라넥 니트,알레그리,A001,1897,2,[25SS],360000,215460,40,0,0,7,5.0,453,0,5,5,"S (95):0, M (100):1, L (105):1, XL (110):3",66,"블랙:11, 크림:26, 밝은 그레이:5, 진한 그레이:4, 청록:20"
ARJA4D801G3,[Prestigio di a] 다크 그레이《Wool Silk》PIACENZA 럭셔리 자켓,알레그리,A001,1897,2,[24FW],1800000,699000,61,0,0,0,0.0,20,0,9,2,"48 (95):0, 50 (100):2, 52 (105):0, 54 (110):0",2,진한 그레이:2
ARJA6A143B5,E.Zegna 그레이쉬블루《TECH TAILORING》 솔리드 수트 자켓,알레그리,A001,1897,1,[26SS],1100000,990000,10,0,0,0,0.0,93,0,1,13,"48 (95):1, 50 (100):1, 52 (105):8, 54 (110):2, 056 (115):1",28,"탁한 블루:13, 진한 그레이:2, 네이비:7, 진한 네이비:6"
ARCO5D401G3,다크그레이《Cashmere Rich 40》핸드메이드 세미더블 코트,알레그리,A001,1897,2,[25FW],1390000,875700,37,0,0,4,5.0,248,0,38,12,"48 (95):8, 50 (100):0, 52 (105):3, 54 (110):1",28,"블랙:12, 진한 그레이:12, 브라운:4"
ARSH5B233E3,다크 그린《Wrinkle Free》린넨 라이크 셔츠,알레그리,A001,1897,2,[25SS],390000,245700,37,0,0,1,5.0,172,0,8,4,"S (95):1, M (100):0, L (105):0, XL (110):3",31,"밝은 블루:19, 진한 초록:4, 흰색:8"
ARSH5B221WT,화이트《Summer Net》오픈 카라 셔츠,알레그리,A001,1897,2,[25SS],490000,308700,37,0,0,3,4.7,108,0,7,1,"S (95):0, M (100):0, L (105):1, XL (110):0",1,흰색:1
ARJA4C404CG,차콜 그레이《Tech Tailoring》ZEGNA 수트 자켓,알레그리,A001,1897,2,[24FW],1100000,415500,62,0,0,3,5.0,107,0,4,1,"46 (90):0, 48 (95):1, 50 (100):0, 52 (105):0, 54 (110):0",10,"차콜 그레이:1, 진한 네이비:2, 브라운:7"
ARPA5A422G3,다크 그레이《Tech Tailoring》E.ZEGNA 수트 팬츠,알레그리,A001,1897,2,[25SS],590000,371700,37,0,0,3,4.7,207,0,2,3,"78 (30):1, 82 (32):2, 86 (34):0, 90 (36):0, 94 (38):0, 098:0",7,"탁한 블루:0, 진한 그레이:3, 진한 네이비:4"
0AJA4C402N3,[SET] 네이비《Flex Wool》슈트 자켓+팬츠,알레그리,0A,1897,2,[24FW],1180000,477900,59,0,0,1,5.0,68,0,1,0,,7,진한 네이비:7
ARTS5B302WT,화이트《LuxCool》세미오버 카라 티셔츠,알레그리,A001,1897,2,[25SS],239000,143040,40,0,0,23,5.0,437,19,9,13,"90:2, 95:5, 100:1, 105:4, 110:1",47,"밝은 블루:6, 블랙:11, 청록:5, 진한 브라운:12, 흰색:13"
ARPA5B312BK,블랙《Woolly Sucker》셋업 팬츠,알레그리,A001,1897,2,[25SS],340000,214200,37,0,0,5,5.0,824,0,2,9,"78 (30):0, 82 (32):0, 86 (34):4, 90 (36):5, 94 (38):0, 098:0",22,"블랙:9, 밝은 그레이:3, 밝은 베이지:4, 진한 네이비:2, 진한 청록:4"
ARSW6A105G3,다크 그레이《Silk Blend》카라 집업 가디건,알레그리,A001,1897,1,[26SS],450000,405000,10,0,0,1,5.0,33,0,8,5,"S (95):1, M (100):1, L (105):2, XL (110):1",13,"진한 그레이:5, 진한 네이비:8"
ARJU5D316CG,챠콜《X-Lite》[Siberian Goose] 중기장 하이브리드 점퍼,알레그리,A001,1897,2,[25FW],1550000,976500,37,0,0,1,4.0,28,0,51,13,"48 (95):2, 50 (100):6, 52 (105):2, 54 (110):3",13,차콜 그레이:13
ARJA5C601G1,라이트그레이《Wool Alpaca》Ferla 하운드투스 자켓,알레그리,A001,1897,2,[25FW],1290000,812700,37,0,0,1,4.0,76,0,13,8,"48 (95):3, 50 (100):5, 52 (105):0, 54 (110):0, 056 (115):0",8,밝은 그레이:8
ARSH5A111BK,블랙《Faux Suede》셔츠,알레그리,A001,1897,2,[25SS],390000,228150,41,0,0,2,5.0,68,0,13,8,"S (95):2, M (100):6, L (105):0, XL (110):0",15,"블랙:8, 밝은 베이지:7"
ARTS5B201P1,라이트 핑크《LuxCool》레귤러핏 라운드 티셔츠,알레그리,A001,1897,2,[25SS],160000,100800,37,0,0,538,4.8,2,20,2,2,"90:1, 95:1, 100:0, 105:0, 110:0",207,"밝은 블루:23, 진한 블루:31, 연블루:21, 블랙:5, 진한 초록:13, 밝은 그레이:9, 아이보리:6, 밝은 연두:19, MULTI COLOR:17, 네이비:6, 진한 네이비:2, 밝은 핑크:2, 청록:4, 브라운:25, 진한 브라운:9, 흰색:15"
ARCO5D402G3,다크그레이《Cashmere Rich 40》핸드메이드 싱글코트,알레그리,A001,1897,2,[25FW],1390000,875700,37,0,0,4,5.0,178,0,54,22,"48 (95):6, 50 (100):9, 52 (105):7, 54 (110):0",25,"블랙:3, 진한 그레이:22"
ARPA5C701G3,다크그레이《Velvet Touch》[Straight Fit] 캐주얼 팬츠,알레그리,A001,1897,1,[25FW],449000,426550,5,0,0,0,0.0,44,0,11,4,"78 (30):0, 82 (32):2, 86 (34):1, 90 (36):1",4,진한 그레이:4
ARJU5B601N2,네이비《SeerSucker》셋업 점퍼,알레그리,A001,1897,2,[25SS],590000,353110,40,0,0,5,5.0,75,12,10,10,"48 (95):6, 50 (100):4, 52 (105):0, 54 (110):0",23,"베이지:13, 네이비:10"
ARJA6A211B3,LORO PIANA이탈리안 블루 실크 혼방 블레이져,알레그리,A001,1897,1,[26SS],1290000,1161000,10,0,0,0,0.0,18,0,5,2,"46 (90):0, 48 (95):0, 50 (100):0, 52 (105):1, 54 (110):1",2,진한 블루:2
ARPA5B222G1,라이트 그레이《Wool Blended》스트레이트 핏 슬랙스,알레그리,A001,1897,2,[25SS],390000,245700,37,0,0,3,5.0,153,0,3,10,"78 (30):0, 82 (32):3, 86 (34):6, 90 (36):1, 94 (38):0, 098:0",25,"블랙:6, 밝은 그레이:10, 진한 그레이:9"
ARSW5A202CG,챠콜《Waffel Soft-Milano》라운드 스웨터,알레그리,A001,1897,2,[25SS],360000,226800,37,0,0,4,4.8,136,0,2,4,"S (95):4, M (100):0, L (105):0, XL (110):0",13,"탁한 블루:1, 밝은 코랄:7, 차콜 그레이:4, 밝은 그레이:1"
ARSW5B404N3,다크네이비《Preppy Crepe》카라넥 니트,알레그리,A001,1897,2,[25SS],350000,220500,37,0,0,31,5.0,1,0,15,4,"S (95):2, M (100):0, L (105):0, XL (110):2",77,"밝은 블루:10, 블랙:2, 크림:24, 베이지:16, 진한 네이비:4, 진한 오렌지:15, 진한 청록:6"
ARSW4D213G1,[클리어런스]라이트 그레이《X-Velour》셔켓 스웨터 점퍼,알레그리,A001,1897,2,[24FW],890000,331610,62,0,0,1,5.0,35,0,6,2,"S (95):1, M (100):0, L (105):0, XL (110):1",3,"블랙:1, 밝은 그레이:2"
ARJU5C011BK,블랙《StormLite》세미오버 MA-1 트러커 점퍼,알레그리,A001,1897,2,[25FW],990000,623700,37,0,0,12,4.7,127,0,79,3,"48 (95):0, 50 (100):3, 52 (105):0, 54 (110):0",3,블랙:3
WXPA4E001CG,[클리어런스]챠콜[Comfort 2Tuck] 블랙 컴포트 슬랙스,알레그리 남성,WX,1897,2,[24SS],450000,222750,50,0,0,16,4.7,122,0,4,22,"078:2, 082:7, 086:6, 090:6, 094:1",107,"차콜 그레이:22, 그레이:25, 진한 네이비:26, 브라운:34"
WXPA4F851N3,[클리어런스][스테디셀러] 네이비 워싱 면 데님팬츠,알레그리 남성,WX,1897,2,[24FW],390000,140470,63,0,0,4,4.8,85,0,29,1,"078:0, 082:0, 086:0, 090:0, 094:1",1,진한 네이비:1
ARPA6A122G2,그레이《Essential》울 혼방 슬랙스,알레그리,A001,1897,1,[26SS],450000,405000,10,0,0,0,0.0,29,0,2,13,"78 (30):4, 82 (32):2, 86 (34):3, 90 (36):2, 94 (38):2",41,"블랙:14, 그레이:13, 브라운:14"
ARSW6A302G1,라이트그레이《SilkBreeze》크루넥 스웨터,알레그리,A001,1897,1,[26SS],350000,315000,10,0,0,0,0.0,39,0,5,7,"S (95):3, M (100):0, L (105):2, XL (110):2",12,"밝은 그레이:7, 진한 네이비:5"
ARPA5B861B1,[COMFORT FIT] 라이트 그레이 투 턱 핏 데님 팬츠,알레그리,A001,1897,2,[25SS],449000,282870,37,0,0,5,4.2,135,0,10,4,"78 (30):0, 82 (32):0, 86 (34):2, 90 (36):1, 94 (38):1",18,"밝은 블루:4, 밝은 베이지:14"
ARTS5B305IV,아이보리《New Phase》카라 티셔츠,알레그리,A001,1897,2,[25SS],270000,161590,40,0,0,8,4.9,247,0,3,10,"95:0, 100:5, 105:4, 110:1",60,"블랙:3, 아이보리:10, 진한 네이비:34, 브라운:13"
ARJA4C424N3,[클리어런스]네이비《Tech Tailoring》ZEGNA 스트라이프 수트 자켓,알레그리,A001,1897,2,[24FW],1200000,456000,62,0,0,1,5.0,17,0,14,7,"46 (90):1, 48 (95):1, 50 (100):4, 52 (105):1, 54 (110):0",7,진한 네이비:7
ARPA5C821B2,블루《Flex Denim》[Slim 1-Tuck] 데님 팬츠,알레그리,A001,1897,2,[25FW],449000,282870,37,0,0,1,5.0,109,0,8,24,"78 (30):0, 82 (32):10, 86 (34):8, 90 (36):4, 94 (38):2",29,"블루:24, 블랙:5"
ARJA5D404N3,다크 네이비《Tech Tailoring》Loro Piana Fabric 캐시미어 혼방 수트 자켓,알레그리,A001,1897,2,[25FW],1490000,938700,37,0,0,0,0.0,80,0,5,10,"48 (95):1, 50 (100):3, 52 (105):3, 54 (110):0, 056 (115):3",17,"진한 그레이:7, 진한 네이비:10"
0AJA5A461N3,[SET] 다크 네이비《Tech Tailoring》LORO PIANA 울 실크 수트,알레그리,0A,1897,2,[25SS],2180000,1373400,37,0,0,1,5.0,91,0,4,0,,6,진한 네이비:6
ARSW6A301BK,블랙《Cotton Silk》니트 슬리브,알레그리,A001,1897,1,[26SS],290000,261000,10,0,0,0,0.0,21,0,3,14,"S (95):4, M (100):6, L (105):2, XL (110):2",38,"블랙:14, 밝은 그레이:12, 아이보리:12"
WXJU4E204G2,[클리어런스] 그레이《Wool blended》카라넥 블루종,알레그리 남성,WX,1897,2,[24SS],790000,391050,50,0,0,12,4.9,111,18,6,36,"048:11, 050:6, 052:14, 054:5",42,"그레이:36, 진한 네이비:6"
WXPA5B301G1,[스테디셀러] 그레이 워싱 테이퍼드 핏 데님 팬츠,알레그리 남성,WX,1897,2,[25SS],440000,277200,37,0,0,2,4.5,17,0,7,21,"078:4, 082:3, 086:4, 090:7, 094:3",41,"밝은 그레이:21, 진한 네이비:20"
ARSH6A141WT,LONGHI 화이트 《Active》솔리드 드레스 셔츠,알레그리,A001,1897,1,[26SS],290000,261000,10,0,0,1,5.0,68,0,1,4,"S (95):2, M (100):0, L (105):1, XL (110):1",36,"밝은 블루:25, 진한 네이비:7, 흰색:4"
WXPA4E007CG,[클리어런스]챠콜[Comfort 1Tuck]《WoolCrunch》 컴포트 슬랙스,알레그리 남성,WX,1897,2,[24SS],450000,222750,50,0,0,4,5.0,181,0,3,14,"078:2, 082:7, 086:3, 090:2, 094:0",99,"진한 블루:50, 차콜 그레이:14, 베이지:19, 진한 베이지:16"
ARSH4D004BK,블랙《Oreo Tweed》세미오버핏 구스다운 셔켓,알레그리,A001,1897,2,[24FW],850000,316710,62,0,0,2,3.0,49,0,24,2,"S (95):2, M (100):0, L (105):0, XL (110):0",2,블랙:2
ARSW6A102BK,블랙《SilkRay Sweat》후디 집업 스웨터,알레그리,A001,1897,1,[26SS],490000,441000,10,0,0,2,5.0,108,0,13,6,"S (95):2, M (100):3, L (105):0, XL (110):1",12,"블랙:6, 그레이:6"
ARSH5D702WT,아이보리《XACUS》니티드 셔츠,알레그리,A001,1897,1,[25FW],420000,399000,5,0,0,1,5.0,42,0,4,12,"S (95):3, M (100):3, L (105):5, XL (110):1",18,"진한 네이비:6, 흰색:12"
WXJU4E201CG,[클리어런스] 챠콜《AirSucker》후드 윈드브레이커,알레그리 남성,WX,1897,2,[24SS],750000,371250,50,0,0,3,5.0,65,0,32,27,"048:10, 050:8, 052:7, 054:2",61,"차콜 그레이:27, 진한 그레이:34"
ARSW5A102CR,크림《Prime Wool》라운드 스웨터,알레그리,A001,1897,2,[25SS],390000,216740,44,0,0,6,4.8,182,0,12,10,"S (95):2, M (100):6, L (105):2, XL (110):0",30,"블랙:0, 크림:10, 진한 와인:11, 밝은 청록:9"
ARTS5B307B3,다크 블루《Cool Terry》카라 티셔츠,알레그리,A001,1897,2,[25SS],270000,161590,40,0,0,17,4.7,207,0,8,6,"95:1, 100:3, 105:1, 110:1",30,"진한 블루:6, 진한 와인:14, 진한 청록:6, 흰색:4"
ARSW5D303G2,그레이《Mild Soft Touch》 풀오버 후디 스웨터,알레그리,A001,1897,2,[25FW],459000,289170,37,0,0,3,4.7,59,0,44,22,"S (95):4, M (100):8, L (105):7, XL (110):3",50,"블랙:28, 그레이:22"
ARJU5C103I1,라이트베이지 《Faux Suede》트러커 셔켓,알레그리,A001,1897,2,[25FW],890000,560700,37,0,0,0,0.0,31,0,16,6,"48 (95):5, 50 (100):1",7,"밝은 베이지:6, 진한 브라운:1"
ARPA4C701B4,[클리어런스][PT01] 데님 라이크《Super Stretch》팬츠,알레그리,A001,1897,2,[24FW],590000,219830,62,0,0,0,0.0,34,0,5,2,"78 (30):0, 82 (32):0, 86 (34):0, 90 (36):2, 94 (38):0",3,"연블루:2, 그레이:1"
ARJU5B502N3,다크 네이비《ShineLight》윈드 브레이커,알레그리,A001,1897,2,[25SS],690000,412960,40,0,0,1,5.0,76,0,6,8,"48 (95):2, 50 (100):3, 52 (105):0, 54 (110):3",13,"진한 네이비:8, 진한 청록:5"
ARPA5C314G3,다크 그레이 《BOUNCY》 [Straight Fit] 슬랙스,알레그리,A001,1897,1,[25FW],390000,370500,5,0,0,3,4.7,246,0,20,10,"78 (30):2, 82 (32):5, 86 (34):0, 90 (36):1, 94 (38):2",42,"블랙:15, 진한 그레이:10, 베이지:17"
ARSW5C202T3,터콰이즈《Hybrid Knit Sweat》맨투맨,알레그리,A001,1897,2,[25FW],439000,276570,37,0,0,3,5.0,102,0,20,5,"S (95):0, M (100):4, L (105):0, XL (110):1",5,"블랙:0, 진한 청록:5"
ARSW5B305G2,그레이《Aura Silk》라운드 니트,알레그리,A001,1897,2,[25SS],320000,191520,40,0,0,10,4.7,417,0,3,23,"S (95):6, M (100):7, L (105):7, XL (110):3",74,"밝은 블루:11, 크림:27, 그레이:23, 진한 그레이:13"
ARTS5C200BK,블랙《Corduroy》럭비 티셔츠,알레그리,A001,1897,2,[25FW],290000,182700,37,0,0,4,4.8,191,0,58,7,"95:2, 100:4, 105:0, 110:1",7,"블랙:7, 진한 그레이:0"
ARPA4D702I1,[클리어런스][PT01] 라이트 베이지《Cotton Stretch》테이퍼드 핏 치노 팬츠,알레그리,A001,1897,2,[24FW],550000,198090,63,0,0,10,5.0,102,10,21,9,"78 (30):2, 82 (32):0, 86 (34):3, 90 (36):2, 94 (38):2",24,"블랙:8, 밝은 베이지:9, 진한 네이비:7"
ARTS4B381C1,[클리어런스]라이트코랄《LuxCool》 세미오버 라운드 티셔츠,알레그리,A001,1897,2,[24SS],170000,84150,50,0,0,239,4.9,924,0,6,37,"90:1, 95:9, 100:8, 105:14, 110:5",87,"탁한 블루:0, 블랙:0, 밝은 코랄:37, 밝은 그레이:0, 네이비:0, 진한 네이비:0, 미색:0, 밝은 핑크:3, 밝은 청록:47, 흰색:0"
ARSW5B702I2,베이지《Ice Cotton》라운드 스웨터,알레그리,A001,1897,2,[25SS],290000,173560,40,0,0,0,0.0,56,0,0,17,"S (95):5, M (100):5, L (105):4, XL (110):3",45,"블랙:11, 크림:17, 베이지:17"
ARJU5D311N3,네이비《X-Lite》[Siberian Goose] 다운 점퍼,알레그리,A001,1897,2,[25FW],890000,560700,37,0,0,24,4.9,416,0,110,4,"48 (95):4, 50 (100):0, 52 (105):0, 54 (110):0",35,"블랙:31, 진한 네이비:4"
ARJU5B503BK,블랙《CoolLite》셔츠형 점퍼,알레그리,A001,1897,2,[25SS],690000,434700,37,0,0,3,5.0,94,0,20,5,"48 (95):2, 50 (100):2, 52 (105):1, 54 (110):0",8,"블랙:5, 베이지:3"
ARTS5A204IV,아이보리《MildTerry》집업 셋업,알레그리,A001,1897,2,[25SS],690000,412960,40,0,0,0,0.0,25,0,21,7,"95:2, 100:3, 105:0, 110:2",7,아이보리:7
ARSH6A223N3,다크네이비 《Viaggio》아우터 셔츠,알레그리,A001,1897,1,[26SS],690000,621000,10,0,0,0,0.0,0,0,7,8,"S (95):3, M (100):2, L (105):1, XL (110):2",8,진한 네이비:8
ARPA5B601N2,네이비《SeerSucker》셋업 하프 팬츠,알레그리,A001,1897,2,[25SS],290000,182700,37,0,0,2,5.0,98,0,0,8,"78 (30):2, 82 (32):2, 86 (34):1, 90 (36):1, 94 (38):2",19,"베이지:11, 네이비:8"
WXJU4F110BK,[클리어런스][스테디셀러] 블랙《Tech Twill》 구스 후디 숏푸퍼,알레그리 남성,WX,1897,2,[24FW],1400000,548100,60,0,0,15,4.9,301,0,121,1,"048:0, 050:0, 052:1, 054:0",1,"블랙:1, 그레이:0"
ARTS5B203G1,라이트 그레이《SoftWaffle》카라 티셔츠,알레그리,A001,1897,2,[25SS],250000,157500,37,0,0,18,4.8,416,11,2,10,"95:3, 100:4, 105:1, 110:2",39,"밝은 블루:14, 밝은 그레이:10, 청록:5, 브라운:6, 흰색:4"
ARJU5D402BK,블랙 《Soft-Lite》Olmetex [Siberian Goose] 경량점퍼,알레그리,A001,1897,2,[25FW],1350000,850500,37,0,0,0,0.0,102,0,57,28,"48 (95):9, 50 (100):6, 52 (105):6, 54 (110):7",28,블랙:28
ARSW4D614E3,[클리어런스]다크 그린《Prime Cashmere-Gentle》풀터틀 스웨터,알레그리,A001,1897,2,[24FW],550000,204930,62,0,0,35,4.8,242,0,16,1,"S (95):0, M (100):0, L (105):0, XL (110):1",1,"밝은 블루:0, 블랙:0, 진한 초록:1, 아이보리:0, 네이비:0, 진한 오렌지:0, 진한 브라운:0"
ARPA4C206BK,블랙 트윌 울 혼방 컴포트 투 턱 슬랙스,알레그리,A001,1897,2,[24FW],390000,145310,62,0,0,2,5.0,38,0,4,1,"78 (30):1, 82 (32):0, 86 (34):0, 90 (36):0, 94 (38):0",5,"블랙:1, 그레이:4"
ARCO5D502G1,라이트그레이《a.vo》 [Siberian Goose] 세미오버 더블 코트,알레그리,A001,1897,2,[25FW],1690000,1064700,37,0,0,3,5.0,27,0,59,34,"48 (95):8, 50 (100):13, 52 (105):8, 54 (110):5",34,밝은 그레이:34
ARJU5D503BK,블랙《Olmetex Tirana》[Siberian Goose] 후드 필드 점퍼,알레그리,A001,1897,2,[25FW],1550000,976500,37,0,0,2,5.0,109,0,73,4,"48 (95):0, 50 (100):2, 52 (105):1, 54 (110):1",66,"블랙:4, 차콜 그레이:36, 진한 청록:26"
ARSH4D001K2,[클리어런스]카키《Two Tone Coduroy》레귤러핏 웨스턴 셔츠,알레그리,A001,1897,2,[24FW],490000,182570,62,0,0,12,5.0,98,0,22,2,"S (95):1, M (100):0, L (105):0, XL (110):1",4,"밝은 블루:0, 블랙:2, 카키:2"
0AJA4C203N3,[SET] 네이비《Wool Jersey》레귤러핏 자켓+팬츠,알레그리,0A,1897,2,[24FW],1180000,477900,59,0,0,4,4.8,35,0,4,0,,1,진한 네이비:1
ARPA5D501IV,아이보리《Cashmere Blended》[Slim Fit] 치노 팬츠,알레그리,A001,1897,1,[25FW],540000,513000,5,0,0,3,5.0,135,0,7,16,"78 (30):4, 82 (32):6, 86 (34):3, 90 (36):1, 94 (38):2",48,"진한 그레이:15, 진한 베이지:17, 아이보리:16"
ARTS5B202N3,네이비《LuxCool》레귤러핏 카라 티셔츠,알레그리,A001,1897,2,[25SS],190000,119700,37,0,0,278,4.9,1,0,7,3,"90:1, 95:2, 100:0, 105:0, 110:0",55,"진한 블루:6, 연블루:16, 블랙:3, 밝은 그레이:12, 아이보리:4, 진한 네이비:3, 청록:4, 흰색:7"
ARJU4D502G2,그레이《Prestigio di a》테크니컬 다운 롱 후디 점퍼,알레그리,A001,1897,2,[24FW],2200000,861000,60,0,0,11,4.6,128,0,74,1,"48 (95):1, 50 (100):0, 52 (105):0, 54 (110):0",1,"블랙:0, 그레이:1"
ARTS5B502E2,그린 멀티 스트라이프 라운드,알레그리,A001,1897,2,[25SS],170000,101740,40,0,0,6,4.5,97,0,7,6,"95:0, 100:2, 105:2, 110:2",17,"블루:11, 초록:6"
ARPA5C841BK,블랙《Flex Denim》[Regular Straight] 데님 팬츠,알레그리,A001,1897,2,[25FW],369000,232470,37,0,0,4,5.0,218,0,10,13,"78 (30):3, 82 (32):1, 86 (34):2, 90 (36):4, 94 (38):3",54,"블루:15, 블랙:13, 진한 그레이:14, 아이보리:12"
ARPA4C205W1,[클리어런스]라이트 브라운 울 혼방 스탠다드 핏 슬랙스,알레그리,A001,1897,2,[24FW],390000,140470,63,0,0,6,4.5,79,0,10,6,"78 (30):2, 82 (32):0, 86 (34):2, 90 (36):0, 94 (38):2",10,"차콜 그레이:4, 밝은 브라운:6"
ARSW5B304W3,다크 브라운《Pure Silk》티에리 니트,알레그리,A001,1897,2,[25SS],390000,233410,40,0,0,8,4.6,366,0,7,17,"S (95):7, M (100):6, L (105):2, XL (110):2",40,"밝은 초록:12, 밝은 그레이:7, 진한 네이비:4, 진한 브라운:17"
ARSW4D213BK,블랙《X-Velour》셔켓 스웨터 점퍼,알레그리,A001,1897,2,[24FW],890000,331610,62,0,0,1,5.0,35,0,16,1,"S (95):1, M (100):0, L (105):0, XL (110):0",3,"블랙:1, 밝은 그레이:2"
ARPA5B831N3,다크 네이비 테이퍼드 핏 데님 팬츠,알레그리,A001,1897,2,[25SS],449000,282870,37,0,0,2,5.0,146,0,13,10,"78 (30):0, 82 (32):0, 86 (34):3, 90 (36):4, 94 (38):3",17,"밝은 그레이:7, 진한 네이비:10"
ARSW5D402CG,차콜그레이《Merino Silky》라운드 스웨터,알레그리,A001,1897,2,[25FW],359000,226170,37,0,0,1,4.0,210,0,3,2,"S (95):1, M (100):1, L (105):0, XL (110):0",23,"블랙:6, 차콜 그레이:2, 밝은 그레이:9, 브라운:6"
ARSW5B308W3,다크 브라운《Light Cotton》라운드 니트,알레그리,A001,1897,2,[25SS],330000,197500,40,0,0,5,4.6,185,0,3,27,"S (95):8, M (100):8, L (105):7, XL (110):4",101,"블랙:14, 크림:33, 그레이:27, 진한 브라운:27"
ARTS5B203WT,화이트《SoftWaffle》카라 티셔츠,알레그리,A001,1897,2,[25SS],250000,149620,40,0,0,18,4.8,416,11,7,4,"95:2, 100:0, 105:0, 110:2",39,"밝은 블루:14, 밝은 그레이:10, 청록:5, 브라운:6, 흰색:4"
ARSH5C201W3,브라운《Faded Two Tone》세미오버 코듀로이 셔츠,알레그리,A001,1897,2,[25FW],440000,277200,37,0,0,10,5.0,90,0,42,3,"S (95):3, M (100):0, L (105):0, XL (110):0",14,"진한 청록:11, 진한 브라운:3"
ARJU5A001BK,블랙《Super Nylon》패딩 필드 점퍼,알레그리,A001,1897,2,[25SS],790000,497700,37,0,0,3,4.7,133,0,28,3,"48 (95):0, 50 (100):2, 52 (105):0, 54 (110):1",4,"블랙:3, 그레이:1"
ARPA5A461N3,다크 네이비《Tech Tailoring》Loro Piana Fabric 울 실크 수트 팬츠,알레그리,A001,1897,2,[25SS],690000,412960,40,0,0,0,0.0,48,0,4,1,"78 (30):0, 82 (32):1, 86 (34):0, 90 (36):0, 94 (38):0",1,진한 네이비:1
ARSW4D401BK,블랙《Merino Silky》카라넥 스웨터,알레그리,A001,1897,2,[24FW],390000,145310,62,0,0,14,4.8,144,0,13,2,"S (95):2, M (100):0, L (105):0, XL (110):0",5,"탁한 블루:2, 블랙:2, 차콜 그레이:1, 밝은 그레이:0"
ARCO5D407BK,블랙《Cashmere 30》핸드메이드 캐주얼 발마칸 코트,알레그리,A001,1897,2,[25FW],1390000,875700,37,0,0,5,5.0,47,0,84,19,"48 (95):2, 50 (100):9, 52 (105):6, 54 (110):2",19,블랙:19
ARTR5A901G1,라이트 그레이《Faux Suede》더블 트렌치,알레그리,A001,1897,2,[25SS],1100000,643500,41,0,0,3,5.0,25,0,14,7,"48 (95):5, 50 (100):2, 52 (105):0, 54 (110):0",7,밝은 그레이:7
ARJA5A121G3,다크 그레이《Multi Texture》G.B.CONTE 울 블레이져,알레그리,A001,1897,2,[25SS],949000,555160,41,0,0,0,0.0,141,0,7,9,"46 (90):0, 48 (95):2, 50 (100):5, 52 (105):2, 54 (110):0, 056 (115):0",10,"진한 그레이:9, 진한 네이비:1"
ARSH5B131N3,다크 네이비《Natural Cotton》튜닉 셔츠,알레그리,A001,1897,2,[25SS],340000,214200,37,0,0,15,4.9,283,0,10,4,"S (95):1, M (100):1, L (105):0, XL (110):2",11,"블루:5, 진한 네이비:4, 흰색:2"
ARJA6A110E3,CERRUTI 다크 그린 트윌 린넨 코튼 혼방 블레이져,알레그리,A001,1897,1,[26SS],1090000,981000,10,0,0,0,0.0,20,0,0,5,"46 (90):1, 48 (95):1, 50 (100):2, 52 (105):1, 54 (110):0",5,진한 초록:5
WXSH4E101T3,[클리어런스]터콰이즈《Two Tone》 포켓 셔츠,알레그리 남성,WX,1897,2,[24SS],350000,173250,50,0,0,23,4.8,178,0,12,25,"00S:7, 00M:3, 00L:11, 0XL:4",26,"진한 그레이:1, 진한 청록:25"
ARSW5B306P4,페일 핑크《Mild Rayon》카라넥 니트,알레그리,A001,1897,2,[25SS],320000,191520,40,0,0,22,4.8,1,19,4,6,"S (95):4, M (100):1, L (105):0, XL (110):1",106,"블랙:11, 크림:19, 진한 초록:38, 밝은 그레이:17, 연핑크:6, 진한 청록:15"
ARJA5B462CG,[송성문착용]차콜그레이 피크드 라펠 《Tech Tailoring》수트 자켓,알레그리,A001,1897,2,[25SS],1490000,891760,40,0,0,0,0.0,25,0,12,4,"48 (95):1, 50 (100):2, 52 (105):1, 54 (110):0",4,차콜 그레이:4
ARJU5D604I1,Light Beige《Soft-X-Lite》[Italy Goose]Down Outer,프레스티지오 디 알레그리,B01N,1897,2,[25FW],1350000,850500,37,0,0,0,0.0,173,0,13,31,"048:13, 050:14, 052:4, 054:0",42,"밝은 베이지:31, 진한 브라운:11"
ARPA5A821N2,네이비 테이퍼드 핏 슬림 원 턱 데님 팬츠,알레그리,A001,1897,2,[25SS],390000,233410,40,0,0,2,5.0,135,0,10,5,"78 (30):0, 82 (32):0, 86 (34):1, 90 (36):3, 94 (38):1",5,"연블루:0, 네이비:5"
ARTS5B304G2,그레이《ElaCool》세미오버 카라티,알레그리,A001,1897,2,[25SS],270000,161590,40,0,0,9,5.0,246,0,1,14,"95:4, 100:5, 105:3, 110:2",59,"밝은 블루:8, 블랙:13, 그레이:14, 진한 청록:19, 흰색:5"
